feature_2,feature_3,feature_5,feature_7,feature_10,feature_13,feature_14,target,feature_1_1,feature_4_2,feature_4_3,feature_6_2,feature_6_3,feature_6_4,feature_6_5,feature_6_7,feature_6_8,feature_6_9,feature_8_1,feature_9_1,feature_11_1,feature_12_2,feature_12_3
45.33,1.0,11,0.125,0,263,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
23.58,0.585,1,0.125,0,120,88,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.92,0.54,8,1.75,1,80,6,0,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
33.0,2.5,9,7.0,0,280,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
22.67,0.335,11,0.75,0,160,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
34.67,1.08,7,1.165,0,28,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
29.67,1.415,9,0.75,1,240,101,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
31.83,2.5,6,7.5,0,523,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
20.67,1.835,11,2.085,5,220,2504,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
33.75,2.75,3,0.0,0,180,1,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
22.08,0.83,8,2.165,0,128,1,1,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
35.42,12.0,11,14.0,8,0,6591,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
31.92,4.46,13,6.04,3,311,301,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
22.67,0.79,3,0.085,0,144,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
26.67,14.585,3,0.0,0,178,1,0,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False
44.0,2.0,7,1.75,2,0,16,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
30.17,1.085,8,0.04,0,170,180,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37.75,7.0,11,11.5,7,300,6,0,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False
17.08,0.085,8,0.04,0,140,723,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
49.17,2.29,1,0.29,0,200,4,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
22.92,0.17,7,0.085,0,0,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
34.83,1.25,3,0.5,0,160,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
44.25,11.0,2,1.5,0,0,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
59.5,2.75,9,1.75,5,60,59,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
25.5,0.375,7,0.25,3,260,15109,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
41.58,1.04,6,0.665,0,240,238,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
49.58,19.0,1,0.0,1,94,1,0,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False
33.92,1.585,1,0.0,0,320,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
19.17,4.0,3,1.0,0,360,1001,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
24.5,2.415,8,0.0,0,120,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
23.33,1.5,8,1.415,0,422,201,1,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
69.17,9.0,1,4.0,1,70,7,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
47.67,0.29,8,15.0,20,0,15001,1,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False
33.25,2.5,8,2.5,0,0,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
43.25,3.0,11,6.0,11,80,1,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
23.0,0.625,6,0.125,0,180,2,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
34.75,2.5,13,0.5,0,348,1,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
56.58,18.5,2,15.0,17,0,1,1,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False
44.17,6.665,11,7.375,3,0,1,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
44.33,0.0,8,2.5,0,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
34.25,1.75,9,0.25,0,163,1,0,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False
45.0,4.585,4,1.0,0,240,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
30.58,2.71,7,0.125,0,80,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
27.67,0.75,11,0.165,0,220,252,0,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
19.42,7.25,7,0.04,1,100,2,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
41.33,1.0,3,2.25,0,0,301,1,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False
23.5,1.5,9,0.875,0,160,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
31.67,0.83,14,1.335,8,303,3291,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
17.83,11.0,14,1.0,11,0,3001,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
33.17,2.25,13,3.5,0,200,142,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
52.5,7.0,6,3.0,0,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
25.42,1.125,11,1.29,2,200,1,0,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
40.58,1.5,3,0.0,0,300,1,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
23.92,0.585,13,0.125,0,240,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
56.0,12.5,4,8.0,0,24,2029,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
28.5,3.04,14,2.54,1,70,1,1,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
32.08,4.0,7,2.5,0,360,1,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
21.17,0.875,8,0.25,0,280,205,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
34.17,9.17,8,4.5,12,0,222,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
43.25,25.21,11,0.21,1,760,91,0,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
38.25,6.0,4,1.0,0,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
37.42,2.04,9,0.04,0,400,5801,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
29.83,2.04,14,0.04,0,128,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
37.33,2.665,13,0.165,0,0,502,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
31.33,19.5,8,7.0,16,0,5001,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
36.08,2.54,1,0.0,0,0,1001,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
20.5,2.415,8,2.0,11,200,3001,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
47.17,5.835,9,5.5,0,465,151,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
22.0,7.835,3,0.165,0,184,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
20.5,10.0,8,2.5,0,40,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
34.92,2.5,9,0.0,0,239,201,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
24.08,0.875,7,0.085,4,254,1951,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
37.33,6.5,7,4.25,12,93,1,1,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False
20.75,9.54,3,0.04,0,200,1001,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
36.67,3.25,11,9.0,0,102,640,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
22.58,10.04,14,0.04,9,60,397,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
26.92,13.5,11,5.0,2,0,5001,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
46.67,0.46,13,0.415,11,440,7,1,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False
52.17,0.0,1,0.0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39.17,2.5,3,10.0,0,200,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
39.17,1.625,8,1.5,10,186,4701,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
27.67,2.04,9,0.25,0,180,51,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
19.17,9.5,9,1.5,0,120,2207,1,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
39.5,4.25,8,6.5,16,117,1211,1,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False
36.42,0.75,2,0.585,0,240,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26.17,0.25,3,0.0,0,0,1,1,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False
39.42,1.71,7,0.165,0,400,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41.92,0.42,8,0.21,6,220,949,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
21.33,7.5,6,1.415,1,80,9801,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
20.08,1.25,8,0.0,0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
27.58,3.0,7,2.79,1,280,11,0,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
21.58,0.79,13,0.665,0,160,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
28.25,5.125,14,4.75,2,420,8,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
26.92,2.25,3,0.5,0,640,4001,0,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False
18.42,9.25,11,1.21,4,60,541,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
23.25,5.875,11,3.17,10,120,246,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
23.58,1.79,8,0.54,0,136,2,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
28.33,5.0,9,11.0,0,70,1,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
25.67,2.21,6,4.0,0,188,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
28.58,1.665,11,2.415,0,440,1,0,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
22.92,3.165,8,0.165,0,160,1059,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
24.5,1.04,1,0.5,3,180,148,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
24.75,0.54,7,1.0,0,120,2,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
32.0,1.75,10,0.04,0,393,1,1,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False
48.08,3.75,3,1.0,0,100,3,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
28.42,3.5,9,0.835,0,280,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
25.42,0.54,9,0.165,1,272,445,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
18.58,10.29,1,0.415,0,80,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
21.67,1.165,4,2.5,1,180,21,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
24.58,1.25,8,0.25,0,110,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
16.33,4.085,3,0.415,0,120,1,0,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
26.75,2.0,2,0.75,0,80,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
48.17,3.5,6,3.5,0,230,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
23.5,2.75,1,4.5,0,160,26,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
41.0,2.04,11,0.125,23,455,1237,1,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False
35.17,25.125,14,1.625,1,515,501,1,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False
23.75,12.0,8,2.085,0,80,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
18.67,5.0,11,0.375,2,0,39,0,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
30.33,0.5,2,0.085,0,252,1,0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
19.75,0.75,8,0.795,5,140,6,0,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
26.17,0.835,13,1.165,0,100,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
28.75,1.5,8,1.5,0,0,226,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
28.67,9.335,11,5.665,6,381,169,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
26.0,1.0,11,1.75,0,280,1,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
23.5,3.165,4,0.415,1,280,81,0,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False
26.33,13.0,10,0.0,0,140,1111,0,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False
54.33,6.75,8,2.625,11,0,285,1,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False
31.57,0.375,2,0.875,0,928,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False
25.25,12.5,2,1.0,0,180,1063,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
33.17,3.165,14,3.165,3,380,1,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
39.5,1.625,8,1.5,0,0,317,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
17.67,0.0,5,0.0,0,86,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23.92,0.665,8,0.165,0,100,1,1,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
26.67,2.71,13,5.25,1,211,1,1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
22.5,0.415,3,0.335,0,144,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
39.92,0.54,6,0.5,3,200,1001,1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
26.08,8.665,6,1.415,0,160,151,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
20.0,0.0,2,0.5,0,144,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
31.57,4.0,3,0.085,0,411,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
26.75,4.5,8,2.5,0,200,1211,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
24.92,1.25,1,0.0,0,80,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
32.25,1.5,8,0.25,0,372,123,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
17.67,4.46,8,0.25,0,80,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
37.75,5.5,11,0.125,0,228,1,1,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
22.67,2.54,8,2.585,0,0,1,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
17.92,10.21,1,0.0,0,0,51,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
24.42,12.335,11,1.585,0,120,1,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
25.75,0.5,8,0.875,0,491,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False
26.17,12.5,4,1.25,0,0,18,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
22.75,6.165,6,0.165,0,220,1001,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
23.0,0.75,7,0.5,0,320,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False
25.67,0.29,8,1.5,0,160,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
48.58,0.205,4,0.25,11,380,2733,1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
21.17,0.0,8,0.5,0,0,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
35.25,16.5,8,4.0,0,80,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
22.92,11.585,13,0.04,0,80,1350,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
48.17,1.335,3,0.335,0,0,121,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
43.0,0.29,13,1.75,8,100,376,1,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False
31.57,10.5,14,6.5,0,0,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
20.67,0.415,8,0.125,0,0,45,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
18.83,9.54,6,0.085,0,100,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
27.42,14.5,14,3.085,1,120,12,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
41.0,0.04,10,0.04,1,560,1,1,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
